city,locality,zone,latitude,longitude,price_per_sqft,monthly_rent,maintenance_cost,safety_score,crime_rate,pollution_index,noise_level,hospital_distance_km,school_distance_km,college_distance_km,metro_distance_km,bus_stop_distance_km,road_connectivity_score,green_space_score,shopping_mall_distance_km,internet_speed_mbps,water_availability_score,power_backup
Hyderabad,Gachibowli,South,23.3086,77.9083,9546,22274,3575,8.5,2.7,215,5.1,1.42,1.4,2.44,5.44,0.72,8.9,5.3,2.75,297,7.8,Yes
Hyderabad,Gachibowli,Central,15.4378,72.8925,9207,22466,5673,8.8,4.4,202,7.1,1.38,2.39,4.08,3.88,0.83,7.2,7.2,2.71,209,6.1,No
Hyderabad,Uppal,South,20.2808,75.799,9008,56874,3363,7.2,3.3,124,6.4,2.85,0.59,1.74,4.49,0.27,7.9,4.7,5.54,205,9.3,Yes
Hyderabad,Madhapur,South,18.0755,78.6744,7373,82171,2095,8.7,1.3,212,5.0,2.26,4.21,3.03,1.34,0.17,8.5,4.5,4.07,81,7.5,Yes
Hyderabad,Gachibowli,South,27.8936,73.7997,11830,47085,1565,7.7,5.3,145,6.8,3.75,2.5,1.8,0.24,1.02,6.6,7.5,4.76,102,6.5,Yes
Hyderabad,Hitech City,South,26.7689,76.2034,5432,38415,5679,8.7,1.3,159,5.9,5.69,2.86,3.8,3.96,1.04,8.0,4.8,3.9,186,7.3,Yes
Hyderabad,Hitech City,South,13.0123,77.3513,7124,55960,2000,7.5,1.2,139,4.9,1.28,2.56,1.24,1.61,1.12,6.7,6.7,2.08,61,7.0,Yes
Hyderabad,Madhapur,East,17.1097,75.0168,12580,27629,1843,8.5,1.7,194,4.5,1.73,3.37,4.56,4.37,0.29,7.2,7.1,2.1,115,6.1,Yes
Hyderabad,Gachibowli,Central,23.721,73.0499,4528,60052,4608,8.0,3.3,237,5.4,3.53,3.06,6.38,4.02,1.13,9.2,8.2,2.7,245,6.9,Yes
Hyderabad,Kukatpally,South,16.0154,73.0682,9969,71066,2208,7.5,1.8,183,6.7,0.76,2.44,6.42,4.47,0.45,7.0,8.1,1.08,90,9.5,No
Hyderabad,Hitech City,Central,14.7632,72.9001,5067,20736,3950,8.5,2.4,144,3.3,3.87,2.42,4.98,1.53,0.55,7.9,5.0,0.96,222,6.9,No
Hyderabad,Uppal,Central,15.0518,78.8278,6076,61454,4776,6.9,2.9,198,5.5,1.15,2.7,4.54,3.43,1.35,7.0,5.4,2.96,293,6.8,No
Hyderabad,Gachibowli,Central,14.4662,78.024,13274,71125,3367,7.4,2.9,122,6.8,0.99,1.17,2.01,3.51,0.5,7.4,7.8,3.45,131,7.2,Yes
Hyderabad,Kukatpally,Central,17.1786,77.0951,15294,77701,5553,8.4,2.7,163,6.5,1.6,0.3,5.79,0.78,0.37,6.7,4.8,5.36,125,7.7,No
Hyderabad,Gachibowli,Central,25.8339,76.4043,13138,78239,2543,7.7,1.1,252,6.4,3.51,3.72,5.81,2.74,0.66,7.4,6.0,2.62,168,8.4,Yes
Hyderabad,Madhapur,South,16.2769,77.9901,6120,49688,3981,7.8,4.2,244,3.5,1.3,3.67,3.99,3.16,0.12,6.8,5.5,1.74,173,8.5,No
Hyderabad,Kukatpally,Central,20.6058,72.932,11600,55688,6388,8.7,1.4,187,6.9,0.66,1.1,6.13,2.03,0.6,8.3,6.5,4.08,151,7.4,Yes
Hyderabad,Madhapur,West,25.9374,78.3957,15898,82040,5072,7.4,4.2,248,6.3,3.76,1.34,6.09,1.21,1.39,9.3,6.1,2.98,206,6.9,Yes
Hyderabad,Kukatpally,North,27.102,76.7591,5172,33186,3778,7.0,4.3,214,3.9,4.67,0.75,6.46,4.1,0.76,6.9,7.3,4.75,119,6.2,No
Hyderabad,Hitech City,Central,18.8989,78.5978,14459,74269,1513,8.5,4.1,149,4.8,2.07,4.44,3.26,5.17,0.58,6.1,8.7,4.94,250,6.8,No
Hyderabad,Madhapur,South,17.3721,72.8538,5996,65873,4273,7.2,4.7,235,7.0,2.55,1.39,2.47,0.3,0.47,9.2,5.0,0.85,186,6.6,Yes
Hyderabad,Gachibowli,South,27.7555,75.5625,15937,59308,3866,8.3,1.5,131,3.2,4.59,1.68,6.13,1.73,0.9,8.3,5.5,2.07,130,7.9,Yes
Hyderabad,Madhapur,North,23.1726,77.1632,9492,47672,1901,7.7,5.0,207,5.9,2.84,1.36,3.35,3.83,1.15,8.9,6.7,3.46,131,8.6,Yes
Hyderabad,Madhapur,South,26.6345,73.5886,11269,34896,2406,9.1,1.1,177,6.0,5.18,2.96,6.08,4.53,0.8,7.8,8.6,3.13,236,7.7,No
Hyderabad,Hitech City,East,16.525,73.6364,7608,29990,3398,7.2,1.4,218,6.9,4.65,0.77,6.24,4.53,0.38,9.4,6.4,4.97,71,6.7,No
Hyderabad,Uppal,North,27.4073,74.2832,13341,68091,2303,7.9,2.0,121,7.3,4.69,4.37,5.84,1.38,1.38,6.1,6.8,3.08,72,6.4,No
Hyderabad,Hitech City,North,18.3464,74.5485,8413,46696,2298,8.6,4.8,189,6.5,1.06,2.93,4.29,2.4,0.97,8.0,4.6,4.68,132,6.4,Yes
Hyderabad,Kukatpally,Central,14.8651,77.805,6112,48226,2345,8.3,2.6,124,6.9,3.54,2.03,6.79,4.34,0.34,8.0,5.9,1.09,162,6.3,Yes
Hyderabad,Madhapur,East,18.6543,77.793,9552,21963,6476,7.1,1.5,126,5.0,4.37,0.42,3.8,4.99,0.42,7.2,6.9,1.64,166,8.7,Yes
Hyderabad,Madhapur,Central,26.6269,75.8827,11780,33829,3449,8.0,4.1,199,5.4,1.93,0.38,6.5,2.51,0.61,7.9,5.0,2.02,187,7.5,Yes
Hyderabad,Madhapur,East,28.3406,75.3846,10831,67060,2560,8.1,4.3,237,5.4,2.05,0.82,3.8,5.31,1.27,8.5,7.7,0.95,210,6.6,No
Hyderabad,Madhapur,South,26.1102,75.623,13015,72509,6431,6.9,4.0,203,5.4,4.59,0.71,1.23,4.5,1.06,7.9,5.6,2.13,292,7.7,Yes
Hyderabad,Hitech City,Central,16.1222,78.9083,12344,75756,5226,9.3,2.5,192,6.8,2.44,2.9,4.04,3.71,1.26,6.7,4.8,1.71,75,8.1,Yes
Hyderabad,Uppal,North,15.619,78.8139,13240,44086,5037,7.4,3.2,122,3.7,0.93,0.85,3.84,0.6,0.11,6.5,6.2,2.3,124,6.1,Yes
Hyderabad,Kukatpally,North,16.4274,79.8242,7908,22509,2405,6.5,2.9,126,3.5,5.96,0.87,1.77,4.84,0.3,8.0,5.3,3.86,139,6.1,No
Hyderabad,Kukatpally,East,14.1795,75.4934,7452,53946,5622,9.5,2.9,203,3.1,4.67,2.84,4.71,2.93,0.13,7.0,7.6,1.25,82,8.0,Yes
Hyderabad,Hitech City,Central,14.0435,73.7842,12584,54299,4582,7.2,2.5,232,6.3,0.72,4.04,4.55,1.13,1.23,8.8,5.2,4.89,66,8.8,Yes
Hyderabad,Hitech City,West,26.1513,75.8848,10765,31398,2457,8.2,3.4,177,7.0,4.44,0.94,6.37,2.18,0.64,7.6,8.6,5.92,269,8.8,Yes
Hyderabad,Uppal,North,13.531,74.1794,8576,58051,4928,8.7,1.0,247,5.1,5.66,1.89,3.1,2.16,0.4,7.5,7.1,4.44,267,8.6,Yes
Hyderabad,Uppal,East,15.9258,77.2273,7555,46934,5246,8.8,1.9,186,6.4,1.49,2.71,5.01,3.49,0.94,7.4,8.8,4.99,222,6.4,Yes
Hyderabad,Madhapur,South,25.6212,76.8548,5180,76022,1630,7.2,1.6,191,6.7,1.26,2.95,5.78,3.34,0.28,6.5,6.2,1.27,120,8.6,Yes
Hyderabad,Kukatpally,West,19.9955,79.1644,5493,32701,5016,8.4,2.9,216,6.6,5.79,4.4,5.09,0.62,0.3,8.2,7.8,1.38,150,6.8,Yes
Hyderabad,Kukatpally,West,16.8712,76.3523,5937,42413,6228,7.1,1.9,181,4.7,3.81,0.87,4.04,0.96,0.28,6.4,8.8,5.27,299,8.2,No
Hyderabad,Gachibowli,West,27.219,76.4012,13460,43776,4503,7.7,4.8,190,4.6,4.59,1.63,2.51,5.05,0.7,8.6,4.6,4.24,239,9.4,No
Hyderabad,Kukatpally,North,16.6905,74.9667,11903,31379,6230,7.7,1.3,145,3.3,2.57,2.97,1.7,1.74,0.43,8.5,7.0,4.44,218,7.5,Yes
Hyderabad,Hitech City,Central,13.0867,78.9051,6592,46407,3160,7.8,2.0,184,3.2,3.04,1.65,3.72,0.96,0.2,7.7,8.2,2.33,271,9.4,Yes
Hyderabad,Madhapur,West,25.305,74.9754,12870,78175,3544,8.7,3.2,228,7.3,4.21,4.36,7.0,1.04,0.31,8.5,8.2,2.25,205,6.5,No
Hyderabad,Kukatpally,East,24.9815,76.717,8332,77863,1507,7.5,3.6,250,5.3,2.39,3.06,4.99,2.67,0.13,8.7,5.9,3.94,135,7.5,No
Hyderabad,Hitech City,East,15.7984,78.5627,4743,44314,4931,6.6,5.2,257,6.5,0.74,2.4,2.07,4.7,0.43,8.0,5.4,3.56,227,6.3,Yes
Hyderabad,Madhapur,North,26.9755,78.9454,4742,59840,4332,7.3,2.3,192,4.7,5.16,2.78,4.32,2.07,1.05,8.4,8.5,1.32,73,8.6,Yes
Hyderabad,Hitech City,West,16.772,77.0186,15738,47831,4257,6.7,3.1,132,5.1,1.08,1.83,3.84,4.39,0.11,6.9,7.1,2.65,266,6.6,Yes
Hyderabad,Hitech City,Central,22.2664,77.8694,4996,18470,3774,7.6,5.3,188,3.0,1.81,0.32,1.18,0.39,0.91,6.5,5.6,4.94,106,6.7,No
Hyderabad,Hitech City,North,24.475,75.3322,8149,42014,2810,8.5,1.8,173,4.2,0.61,1.1,5.62,5.2,0.34,9.4,6.7,4.16,268,6.9,Yes
Hyderabad,Uppal,North,16.989,78.0612,5279,40948,4569,7.4,4.4,161,7.0,2.03,1.14,1.96,0.36,1.3,7.2,4.8,3.45,143,9.0,Yes
Hyderabad,Gachibowli,Central,16.6571,75.5044,13377,68204,4504,7.3,2.0,246,4.5,3.89,4.33,5.24,1.5,1.39,7.3,7.2,1.86,214,7.0,Yes
Hyderabad,Kukatpally,Central,18.2816,77.6682,5844,23049,2697,6.8,5.1,215,4.7,4.93,2.94,5.78,0.75,0.45,7.0,8.8,5.99,189,7.6,No
Hyderabad,Madhapur,East,23.9208,76.3432,13843,18020,1792,6.7,2.9,123,7.1,2.71,4.36,6.36,2.32,1.44,7.7,7.9,0.53,286,6.2,Yes
Hyderabad,Gachibowli,West,16.7993,77.639,6479,89971,3315,8.6,3.6,243,6.8,3.3,2.62,4.96,3.92,0.31,9.0,6.7,0.91,158,9.3,No
Hyderabad,Gachibowli,South,23.3591,74.8995,10856,46808,6197,8.7,3.7,243,4.4,4.83,2.8,2.78,1.17,1.1,8.7,6.5,2.48,123,8.7,Yes
Hyderabad,Uppal,West,19.7437,77.299,9605,66603,2913,6.5,3.6,209,6.2,2.76,3.32,6.92,2.45,1.35,9.2,7.5,5.57,230,8.0,No
Hyderabad,Hitech City,East,17.4483,72.7336,8305,34388,2070,8.2,4.2,120,6.7,2.24,3.29,6.94,0.57,1.49,8.4,8.9,0.97,293,9.5,Yes
Hyderabad,Gachibowli,North,14.6003,73.348,12965,47302,3670,8.2,4.5,157,5.0,2.32,2.97,4.36,2.27,0.77,6.7,8.7,1.84,221,9.3,No
Hyderabad,Madhapur,East,15.9818,73.7316,13370,29065,2304,8.5,2.4,163,3.2,0.82,3.67,3.05,2.07,0.66,7.5,6.2,2.48,104,8.4,No
Hyderabad,Madhapur,North,22.7222,78.3399,7702,59939,3957,7.1,2.5,226,3.2,3.88,2.61,4.37,4.29,0.21,7.0,8.8,3.54,219,9.2,Yes
Hyderabad,Hitech City,Central,16.155,80.1187,11047,61963,5290,7.4,2.9,195,5.7,1.76,1.91,5.27,1.42,1.2,7.1,8.5,5.03,293,7.0,No
Hyderabad,Gachibowli,East,20.5221,75.8085,10729,35190,3789,9.4,1.3,135,6.1,2.92,4.08,3.39,0.59,1.04,8.3,8.4,2.69,135,6.8,No
Hyderabad,Gachibowli,Central,25.6472,75.9448,6111,46362,4989,7.6,2.2,245,4.9,5.67,4.11,6.73,2.04,0.54,9.0,7.4,5.11,84,9.4,No
Hyderabad,Hitech City,West,17.5076,74.4952,7796,70022,3153,6.7,2.1,166,4.6,5.4,0.53,5.77,0.55,0.74,6.0,5.4,2.34,221,7.2,Yes
Hyderabad,Kukatpally,West,17.7544,74.8608,9251,39002,6364,7.6,2.4,198,7.2,2.83,4.2,6.66,3.52,1.47,6.5,5.5,5.51,152,7.1,Yes
Hyderabad,Gachibowli,Central,14.9921,79.6228,15286,51479,5917,8.4,1.9,129,5.2,5.53,0.49,3.78,1.52,0.6,8.4,4.6,5.27,216,7.9,Yes
Hyderabad,Kukatpally,East,19.204,79.8015,7048,41165,6234,6.6,1.2,162,4.2,5.57,3.1,3.47,1.54,0.58,8.8,6.5,4.09,77,7.7,No
Hyderabad,Gachibowli,Central,20.2441,74.039,14676,40542,4478,7.2,3.2,131,3.7,1.73,4.31,5.55,3.24,1.11,9.3,7.1,4.62,198,9.1,Yes
Hyderabad,Kukatpally,Central,19.4357,77.9205,7354,21594,1701,7.4,4.0,178,3.6,4.72,1.55,2.75,3.6,0.92,7.0,5.9,2.86,113,6.0,No
Hyderabad,Madhapur,East,28.3805,76.9214,8701,65992,2646,9.0,3.7,259,4.1,5.85,4.03,5.28,0.79,0.91,7.1,5.9,2.29,66,6.4,Yes
Hyderabad,Madhapur,South,23.0784,78.8053,13407,86914,5017,7.3,1.1,187,3.7,4.02,1.62,1.39,0.93,0.44,9.1,6.2,4.94,158,8.8,No
Hyderabad,Uppal,Central,17.8129,78.1263,14835,19121,6252,8.3,3.7,219,6.1,5.95,1.26,2.6,4.46,0.49,9.2,5.9,2.69,194,9.1,No
Hyderabad,Hitech City,East,16.0606,77.0468,11655,30648,2648,7.2,1.5,161,7.4,5.58,4.2,1.2,4.57,1.3,7.8,7.4,1.09,150,9.3,No
Hyderabad,Madhapur,South,13.3109,73.1323,6001,59178,5477,7.4,5.1,201,4.7,1.62,4.07,4.73,5.46,0.22,9.2,6.8,2.5,287,9.3,Yes
Hyderabad,Madhapur,West,27.1645,77.4905,4610,81376,4227,8.4,4.1,237,3.2,0.58,1.58,2.71,2.78,1.36,8.6,7.1,5.27,263,9.0,Yes
Hyderabad,Hitech City,Central,27.1938,76.4649,15538,77136,2398,8.5,4.2,227,7.5,5.44,2.37,3.89,4.35,0.2,6.5,7.3,3.74,279,8.3,Yes
Hyderabad,Madhapur,West,23.1507,75.7279,15659,89688,2665,8.4,5.2,166,7.3,3.45,2.83,5.77,2.36,0.94,8.3,7.9,3.9,113,8.8,Yes
Hyderabad,Uppal,South,27.8374,73.4105,4911,84554,2185,7.1,2.4,195,5.7,5.49,1.53,3.9,4.22,0.44,7.2,7.1,4.46,106,8.7,Yes
Hyderabad,Hitech City,Central,22.3883,72.8762,11071,52071,4102,8.0,2.8,243,4.8,3.95,3.55,4.68,4.93,1.36,6.6,5.0,5.88,171,9.1,No
Hyderabad,Uppal,Central,15.2084,74.5303,14143,74582,1529,7.9,5.0,233,6.9,4.6,1.77,5.11,1.25,1.12,9.0,4.6,3.58,90,6.6,No
Hyderabad,Madhapur,West,23.448,77.4549,14502,61283,5441,7.8,1.4,225,6.9,2.75,1.2,6.78,0.8,1.38,8.4,7.7,1.51,122,7.9,No
Hyderabad,Gachibowli,Central,23.0172,74.1387,12218,76715,5544,9.2,2.6,246,5.6,5.61,3.98,1.56,1.27,0.26,7.4,8.3,2.95,250,6.5,No
Hyderabad,Kukatpally,North,25.3312,80.1708,11134,74160,2624,9.2,4.2,219,4.2,3.7,2.63,6.96,4.35,0.46,8.9,8.9,3.4,213,9.0,Yes
Hyderabad,Uppal,South,27.6477,73.6081,8937,63645,3853,8.8,1.2,121,4.8,4.19,2.62,2.53,4.78,1.41,7.3,8.2,1.94,299,6.5,No
Hyderabad,Kukatpally,Central,13.473,75.3845,11271,59870,4992,7.9,2.3,243,4.0,1.18,3.07,4.52,4.25,1.43,8.4,6.1,2.01,96,7.7,Yes
Hyderabad,Kukatpally,North,23.3431,75.4267,11744,50926,5249,7.8,2.5,228,5.5,4.87,2.02,3.01,3.49,1.24,8.7,4.8,2.58,134,8.2,No
Hyderabad,Kukatpally,West,20.112,78.7097,9662,53335,5603,7.2,5.0,187,4.3,0.78,4.43,5.69,1.48,0.23,6.4,5.9,2.7,243,7.1,Yes
Hyderabad,Uppal,North,27.8782,78.0504,12168,23433,5222,9.5,1.7,206,4.6,3.45,0.88,2.54,0.4,0.47,8.3,7.1,1.62,196,8.6,Yes
Hyderabad,Kukatpally,East,18.2658,75.9759,5315,32454,4101,7.4,4.9,126,6.2,3.98,2.49,1.69,0.71,0.62,7.5,5.4,3.42,275,6.2,Yes
Hyderabad,Uppal,West,14.4125,74.5519,8257,32305,3202,7.3,2.7,182,6.7,3.09,4.34,1.81,3.17,0.51,9.5,7.6,5.13,269,7.2,Yes
Hyderabad,Hitech City,South,22.4398,72.9672,12582,34682,5184,6.9,3.3,183,5.8,3.06,4.14,4.18,3.78,0.27,9.0,8.1,4.43,65,9.4,Yes
Hyderabad,Hitech City,North,16.4866,79.962,7050,30234,2462,8.4,2.9,257,6.0,5.39,0.86,4.03,3.97,1.03,8.4,8.8,3.85,126,8.3,Yes
Hyderabad,Gachibowli,Central,26.4938,75.8879,5996,48166,3142,9.1,2.1,135,6.9,5.77,2.56,3.64,2.22,0.49,9.4,6.3,1.73,241,8.3,Yes
Hyderabad,Kukatpally,West,20.2717,80.2384,10469,85676,4804,8.6,2.6,180,6.7,0.54,1.17,1.5,4.97,1.09,7.2,5.2,1.63,175,8.8,Yes
Hyderabad,Uppal,North,20.3815,75.769,11150,79473,1829,9.1,4.6,250,4.6,5.6,3.27,4.7,0.57,1.18,9.3,6.1,5.2,175,8.0,Yes
Hyderabad,Hitech City,North,24.8649,75.0653,10717,20781,4011,6.8,5.1,178,7.3,4.04,1.99,4.08,1.0,1.19,7.9,8.8,0.54,180,7.4,Yes
Hyderabad,Uppal,East,26.7897,79.2261,6259,71565,5392,8.7,3.3,240,4.4,3.49,0.39,3.05,2.22,0.68,6.6,6.2,2.54,221,7.9,Yes
Hyderabad,Madhapur,East,13.7731,80.2755,5546,30639,1891,8.7,2.5,205,5.2,1.13,3.89,1.94,1.69,0.94,8.9,8.0,1.8,228,8.2,Yes
Hyderabad,Gachibowli,East,25.0747,79.4024,6880,31490,6015,6.7,1.2,133,3.4,2.86,4.4,6.18,3.61,1.47,8.2,6.4,2.68,106,6.9,Yes
Hyderabad,Kukatpally,South,18.8236,80.1232,13261,18031,6446,7.6,2.9,176,5.4,3.63,4.28,2.03,0.51,0.67,6.9,4.8,3.53,119,6.7,Yes
Hyderabad,Gachibowli,East,20.838,73.7066,13949,51569,3220,9.0,1.3,132,6.4,4.67,2.22,6.15,3.56,0.81,6.8,7.1,1.69,270,9.2,Yes
Hyderabad,Gachibowli,North,20.84,76.6544,7511,50459,5172,7.6,1.8,254,5.9,2.95,0.43,3.1,5.27,0.54,6.7,5.6,5.98,237,6.6,Yes
Hyderabad,Kukatpally,Central,16.1587,77.7682,6774,65072,4048,6.8,5.1,193,7.2,4.36,3.63,1.97,1.91,0.87,7.2,7.7,4.15,170,7.4,Yes
Hyderabad,Madhapur,North,17.6842,72.9841,5086,35137,2693,7.6,2.5,197,3.2,2.97,2.96,5.28,1.81,0.9,7.6,8.9,5.53,210,9.0,No
Hyderabad,Kukatpally,East,19.622,74.0889,15918,19394,2603,8.1,4.3,155,4.6,5.1,1.56,1.57,1.36,1.07,8.8,5.9,2.85,197,6.8,Yes
Hyderabad,Uppal,East,16.3346,77.7428,5367,67353,2446,6.7,1.7,179,7.5,2.57,3.59,6.07,1.7,0.35,7.7,7.0,2.05,129,8.0,No
Hyderabad,Kukatpally,East,21.9291,75.8278,8074,75122,2277,8.0,4.8,227,4.7,2.03,0.49,2.58,2.23,1.1,7.7,8.4,1.66,238,7.3,Yes
Hyderabad,Gachibowli,Central,19.8297,75.635,15417,34855,5676,6.9,3.5,152,5.0,2.76,2.04,1.43,3.21,0.96,8.8,8.6,4.15,281,6.1,Yes
Hyderabad,Hitech City,North,16.6749,78.2367,12995,19240,4690,8.9,1.7,208,5.6,0.57,4.16,1.82,3.3,0.16,9.2,6.2,3.55,293,8.7,Yes
Hyderabad,Kukatpally,West,20.4988,73.8443,8661,71383,3139,8.8,5.5,126,4.9,3.41,3.83,4.14,3.59,0.29,6.9,8.3,1.16,159,7.1,No
Hyderabad,Gachibowli,North,14.4452,76.1496,5361,65568,3155,7.1,1.5,242,7.1,2.37,0.59,5.48,0.99,0.86,6.1,8.6,2.89,292,9.5,No
Hyderabad,Hitech City,South,25.9514,78.2368,5304,45037,2489,7.4,3.9,257,7.4,1.22,3.76,3.99,2.49,0.48,8.9,6.9,5.31,102,7.2,Yes
Hyderabad,Madhapur,North,22.2668,76.454,6917,27801,4755,9.2,4.2,208,5.4,1.73,2.35,5.67,4.98,0.43,7.5,6.4,5.25,174,8.8,No
Hyderabad,Madhapur,South,27.7637,78.3792,5858,18266,5739,8.8,3.2,148,5.1,1.84,4.27,1.5,3.08,1.29,9.3,5.8,4.8,71,6.9,No
Hyderabad,Gachibowli,West,21.6178,75.3582,9144,36131,2314,9.3,3.7,142,3.9,3.84,4.07,4.97,0.91,1.29,7.2,8.0,5.16,282,7.8,Yes
Hyderabad,Gachibowli,South,17.2943,75.4065,14770,42187,5810,9.1,2.9,143,6.7,0.8,1.25,1.04,5.0,0.78,7.7,6.8,5.62,112,7.8,Yes
Hyderabad,Hitech City,Central,23.1817,80.2058,9602,40029,5842,8.0,5.3,124,4.4,2.69,2.24,5.62,3.7,0.13,7.0,6.1,1.72,140,8.2,Yes
Hyderabad,Gachibowli,Central,17.4811,73.8837,12789,35225,2723,9.0,4.6,156,6.7,5.13,0.85,3.59,4.35,0.59,8.6,8.5,1.68,106,8.3,No
Hyderabad,Kukatpally,East,21.2255,77.7814,15187,59271,3360,7.7,3.3,210,5.1,4.38,4.49,5.87,3.4,0.64,7.8,6.2,3.4,69,9.0,Yes
Hyderabad,Madhapur,Central,22.1789,75.2698,7192,81282,4334,7.9,5.0,162,3.8,5.17,3.42,6.49,3.25,0.77,7.6,6.3,2.24,299,8.0,Yes
Hyderabad,Hitech City,North,24.0675,73.7071,11430,79544,2221,8.3,1.3,241,3.9,5.25,4.09,1.69,4.64,1.24,6.1,4.6,3.52,152,8.9,Yes
Hyderabad,Gachibowli,North,27.5516,78.6213,13789,63189,2610,8.4,2.3,182,5.3,4.63,3.65,4.06,5.49,0.61,6.9,8.4,5.03,259,6.6,No
Hyderabad,Kukatpally,South,26.1665,76.8156,10474,68519,2297,6.8,4.4,217,6.0,4.49,3.65,1.14,3.41,1.47,6.0,6.8,5.13,184,6.3,Yes
Hyderabad,Gachibowli,East,28.3136,79.1244,6926,63379,1711,6.8,5.4,128,3.7,5.31,3.67,1.76,1.67,0.39,7.0,4.7,3.39,89,7.3,Yes
Hyderabad,Kukatpally,Central,17.5337,78.589,6222,79190,5070,8.7,4.5,240,3.7,4.97,0.92,5.34,5.09,1.4,6.4,5.9,3.47,220,8.5,Yes
Hyderabad,Uppal,South,27.5415,79.6618,9303,67839,1942,7.3,1.5,120,6.5,3.43,1.84,2.37,1.18,1.46,6.6,7.3,5.37,217,9.3,Yes
Hyderabad,Kukatpally,West,25.9033,75.9253,6348,68720,1927,6.6,3.8,252,5.6,2.08,3.14,5.53,4.0,0.87,6.4,6.7,1.83,79,6.3,Yes
Hyderabad,Kukatpally,North,14.4863,75.1794,11776,71459,2878,6.7,2.0,198,6.2,5.04,0.88,5.19,1.63,0.26,7.7,7.9,1.5,128,7.4,Yes
Hyderabad,Gachibowli,North,25.996,77.8348,12321,52834,3713,6.7,5.3,126,6.1,3.28,2.39,2.69,4.75,0.93,8.2,6.7,5.66,266,8.9,Yes
Hyderabad,Madhapur,North,28.1739,74.5724,11701,28609,3516,8.5,1.7,223,3.9,1.89,3.58,1.02,1.23,0.88,8.7,4.6,5.36,261,9.0,Yes
Hyderabad,Kukatpally,Central,13.5486,75.2523,6536,34583,3597,8.3,5.1,167,4.2,5.85,1.28,6.92,4.65,0.89,9.2,6.2,5.77,219,6.7,No
Hyderabad,Hitech City,South,20.6938,74.638,14871,24508,4927,9.1,3.4,234,7.0,5.63,2.14,5.03,1.94,0.88,7.6,6.6,2.22,272,7.5,Yes
Hyderabad,Madhapur,East,26.7018,73.5379,13024,54617,1634,9.5,2.7,180,3.5,4.61,1.52,1.71,3.06,1.39,8.9,5.0,4.86,80,8.5,No
Hyderabad,Kukatpally,South,14.5258,73.64,11298,66714,4481,8.0,1.8,247,3.4,2.78,3.79,6.28,0.96,1.35,7.8,8.7,2.89,102,6.9,No
Hyderabad,Uppal,South,14.365,75.2999,10817,73839,5842,9.2,3.0,161,3.5,5.71,2.09,1.77,2.2,1.28,6.3,6.7,2.3,224,8.2,Yes
Hyderabad,Hitech City,North,14.719,74.1208,9507,41389,6150,9.4,3.1,127,6.2,0.86,3.75,3.14,2.11,0.85,6.1,6.0,5.61,284,8.8,Yes
Hyderabad,Gachibowli,West,12.9458,73.0312,9934,85065,5291,7.3,3.6,164,5.5,1.08,1.25,5.83,1.87,0.43,8.4,7.3,1.23,268,6.1,Yes
Hyderabad,Kukatpally,Central,21.2881,79.6931,8146,52721,5629,8.8,4.6,195,6.1,2.57,1.69,4.63,0.54,0.59,7.1,5.0,3.41,206,8.5,Yes
Hyderabad,Uppal,South,26.9941,77.9927,12800,46047,3378,7.2,5.0,220,5.5,3.91,4.11,6.08,3.93,0.16,9.0,5.3,0.57,121,8.9,No
Hyderabad,Kukatpally,Central,25.4265,77.212,7027,68720,5484,9.3,4.2,171,4.2,1.2,4.11,1.23,5.31,0.51,7.6,8.4,2.72,154,8.6,Yes
Hyderabad,Hitech City,West,27.9603,76.3458,14176,55534,2207,7.6,4.3,202,7.2,4.48,1.92,4.1,4.92,1.15,7.8,6.0,1.3,116,8.0,No
Hyderabad,Uppal,North,17.0358,79.0611,14790,57012,5872,9.2,1.7,248,3.1,2.78,3.77,5.81,1.29,0.21,7.3,7.6,1.37,291,6.9,Yes
Hyderabad,Gachibowli,East,24.3049,74.409,11015,57078,6185,6.7,5.3,171,3.7,3.15,4.28,4.82,3.34,1.18,8.2,8.8,5.83,218,6.6,Yes
Hyderabad,Uppal,Central,14.7558,76.9128,7447,48927,2411,9.3,4.7,206,6.5,5.07,2.53,4.56,1.32,0.72,6.4,5.7,1.38,64,6.4,Yes
Hyderabad,Uppal,East,27.082,76.6027,10816,25604,5367,7.9,2.1,167,4.4,1.72,2.59,3.1,2.69,0.41,7.4,5.4,0.57,71,8.7,Yes
Hyderabad,Kukatpally,North,21.4517,73.7479,9086,21608,4393,7.1,3.8,258,4.6,3.84,2.29,3.06,2.17,1.17,8.0,6.1,2.57,130,6.7,No
Hyderabad,Hitech City,East,17.5384,77.2851,15417,55127,5081,8.2,2.6,135,6.5,5.69,0.56,3.49,1.9,1.28,6.9,8.0,5.65,211,8.0,Yes
Hyderabad,Uppal,West,13.1925,76.8437,10438,62532,5922,7.1,4.3,219,7.3,3.0,4.16,1.08,4.72,0.92,8.4,8.7,0.83,168,6.5,Yes
Hyderabad,Hitech City,East,23.0516,73.239,14801,72359,6289,7.1,2.7,226,3.9,5.78,3.81,6.38,1.34,1.09,8.2,8.6,1.42,119,6.5,Yes
Hyderabad,Gachibowli,West,26.9563,78.6741,11536,70174,4263,8.8,2.0,224,4.8,3.24,3.25,3.09,3.85,0.17,8.1,5.5,4.47,261,8.4,No
